id,nome,categoria,endereco_rua,numero,bairro,endereco_formatado,latitude,longitude,cuisine,site
1513471725,Solar do Embaixador,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6978821,-9.1991346,Não especificada,
1513483126,Floresta de Belém,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6969463,-9.2018334,regional,
1513486157,BemBelem,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6969812,-9.2030577,Não especificada,
1513486164,Cais de Belém,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6969791,-9.2029505,Não especificada,
1513486166,Dina,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6969768,-9.2030974,Não especificada,
1513491510,Jardins de Belém,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6969476,-9.2024892,Não especificada,
1513491516,Adega de Belém,Restaurante,Rua de Belém,42,,"Rua de Belém, 42",38.6974047,-9.2025475,portuguese,
1514445079,Pão Pão Queijo Queijo,Restaurante,Rua de Belém,126,,"Rua de Belém, 126",38.6975445,-9.2038683,Não especificada,
1600400072,Feitoria Restaurante & Wine Bar,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6930572,-9.2107097,Não especificada,
1914105342,Cachaca BAR,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4577073,-48.4871647,Não especificada,
1914108567,BAR COM MARCO,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.447765,-48.480356,Não especificada,
1962025505,Descobre,Restaurante,Rua Bartolomeu Dias,65,,"Rua Bartolomeu Dias, 65",38.6950509,-9.2127147,international,https://www.descobre.com.pt/
2473018001,Hamburgueria do Bairro,Restaurante,Rua Duarte Pacheco Pereira,7B,,"Rua Duarte Pacheco Pereira, 7B",38.6979789,-9.2191761,burger,https://www.hamburgueriadobairro.pt/
2473034291,Jorge,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6998139,-9.2248204,Não especificada,
2473034384,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6997876,-9.2250773,Não especificada,
2473034392,Tasco do Tio Candinha,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6998761,-9.2248681,portuguese,
2483762168,Nosolo Italia Belém,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6943523,-9.206488,Não especificada,
2503332172,Darwin's Café,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6929899,-9.2209085,international,https://www.darwincafe.com/
2613633000,Sem Nome Registrado,Restaurante,Rua Jequitinhonha,193,,"Rua Jequitinhonha, 193",-23.5305373,-46.6002778,Não especificada,
2625142600,Eskritorio,Restaurante,Rua Fernandes Vieira,135,,"Rua Fernandes Vieira, 135",-23.540221,-46.5903787,Não especificada,
2653211399,Açaí Biruta,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4576311,-48.5058809,Não especificada,
2688630868,Park in Restelo,Restaurante,Parque dos Moinhos de Santana,,,Parque dos Moinhos de Santana,38.7087863,-9.2068349,Não especificada,
2795594682,Meu Garoto,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4441102,-48.4892382,Não especificada,
2795594683,Los Piratas Algodoal Bar,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4601537,-48.505669,Não especificada,
2795594684,Element Club,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4454602,-48.495997,Não especificada,
2882310533,Fogão Gaucho,Restaurante,Rua Ferreira de Oliveira,159,,"Rua Ferreira de Oliveira, 159",-23.5242943,-46.6036357,regional,
2933364510,Sem Nome Registrado,Bar,Rua Catumbi,634,,"Rua Catumbi, 634",-23.532792,-46.6011952,Não especificada,
2933411428,Sem Nome Registrado,Bar,Rua Catumbi,500,,"Rua Catumbi, 500",-23.533837,-46.6007251,Não especificada,
2933411433,Sem Nome Registrado,Bar,Rua Catumbi,446,,"Rua Catumbi, 446",-23.5343042,-46.6004999,Não especificada,
2933411452,Sem Nome Registrado,Restaurante,Rua Catumbi,212,,"Rua Catumbi, 212",-23.5362689,-46.5996458,regional,
2933411457,Sem Nome Registrado,Bar,Rua Catumbi,188,,"Rua Catumbi, 188",-23.5364622,-46.5995613,Não especificada,
2933446894,Sem Nome Registrado,Bar,Rua Catumbi,176,,"Rua Catumbi, 176",-23.5366441,-46.5994698,Não especificada,
2933449202,Sem Nome Registrado,Bar,Rua Catumbi,142,,"Rua Catumbi, 142",-23.5368765,-46.5993645,Não especificada,
2933449215,Sem Nome Registrado,Bar,Rua Catumbi,72,,"Rua Catumbi, 72",-23.5374427,-46.5991093,Não especificada,
2933449225,Sem Nome Registrado,Bar,Rua Catumbi,22,,"Rua Catumbi, 22",-23.5378908,-46.5989082,Não especificada,
3157300013,Enoteca De Belém,Restaurante,Travessa Marta Pinto,10,,"Travessa Marta Pinto, 10",38.6976284,-9.2024813,portuguese;wine bar,
3256355414,Amazon Beer,Pub/Bar,,"Galpão 1, Estação das Docas",,Endereço não disponível no OSM (Apenas Coordenadas),-1.4494188,-48.500812,Não especificada,
3427991590,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4766997,-48.454405,Não especificada,
3437545874,Loja Petrosul,Loja de Conveniência,Rua Paulo Andrighetti,1484,,"Rua Paulo Andrighetti, 1484",-23.5240961,-46.6065882,Não especificada,
3447498690,Sem Nome Registrado,Pub/Bar,Rua Paulo Andrighetti,452,,"Rua Paulo Andrighetti, 452",-23.5265066,-46.6061071,Não especificada,
3475336534,Sem Nome Registrado,Pub/Bar,Rua Bresser,363,,"Rua Bresser, 363",-23.534348,-46.6116486,Não especificada,
3479723332,Sem Nome Registrado,Pub/Bar,Rua Cachoeira,402,,"Rua Cachoeira, 402",-23.5345371,-46.6026904,Não especificada,
3500114673,Pizzaria Nova São Paulo,Restaurante,Rua Engenheiro Andrade Junior,254,,"Rua Engenheiro Andrade Junior, 254",-23.5378451,-46.5840364,pizza,
3505736418,Sem Nome Registrado,Pub/Bar,Avenida Celso Garcia,1130,,"Avenida Celso Garcia, 1130",-23.5383497,-46.6014356,Não especificada,
3505736419,Sem Nome Registrado,Pub/Bar,Avenida Celso Garcia,866,,"Avenida Celso Garcia, 866",-23.5387233,-46.6040144,Não especificada,
3512795190,Sem Nome Registrado,Pub/Bar,Rua Joaquim Carlos,211,,"Rua Joaquim Carlos, 211",-23.5344389,-46.6047572,Não especificada,
3514967898,Sem Nome Registrado,Pub/Bar,Rua José Monteiro,341,,"Rua José Monteiro, 341",-23.5420302,-46.606079,Não especificada,
3514967900,Uni Restaurante,Restaurante,Rua José Monteiro,89,,"Rua José Monteiro, 89",-23.5398832,-46.6063967,regional,
3531384147,Sem Nome Registrado,Pub/Bar,Rua Behring,272,,"Rua Behring, 272",-23.536428,-46.6049809,Não especificada,
3531384151,Sem Nome Registrado,Pub/Bar,Rua Julio César da Silva,172,,"Rua Julio César da Silva, 172",-23.5373067,-46.6052545,Não especificada,
3582226497,Manjar das Garças,Restaurante,Passagem Carneiro da Rocha,,Cidade Velha,Passagem Carneiro da Rocha - Cidade Velha,-1.4647215,-48.505937,Não especificada,
3592514414,Nune’s Real Marisqueira,Restaurante,Rua Bartolomeu Dias,172 E - F,,"Rua Bartolomeu Dias, 172 E - F",38.69511,-9.2145416,regional;seafood,
3601734671,Churrascaria Tucuruvi,Restaurante,Travessa Benjamin Constant,,Batista Campos,Travessa Benjamin Constant - Batista Campos,-1.4581073,-48.4875068,gaucho;barbecue,
3601734674,The Burger Spot,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4540242,-48.4860962,burger,
3601734676,La Pizzeria n'Amazônia,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4557817,-48.5044744,pizza;italian,
3601734678,PizzaH!,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4554213,-48.4855143,pizza,
3601734679,Páprika,Restaurante,Rua Padre Champagnat,302,,"Rua Padre Champagnat, 302",-1.4559692,-48.5055536,italian,
3601734684,Sem Nome Registrado,Depósito de Bebidas,Avenida Comandante Brás de Aguiar,,Nazaré,Avenida Comandante Brás de Aguiar - Nazaré,-1.454507,-48.4867364,Não especificada,
3603480173,Lanchonete Alento,Restaurante,Rua Gonçalves Dias,241,,"Rua Gonçalves Dias, 241",-23.5362596,-46.6032775,regional;burger;sandwich,
3603529530,Sem Nome Registrado,Pub/Bar,Rua Cachoeira,363,,"Rua Cachoeira, 363",-23.534675,-46.6024244,Não especificada,
3608200634,Bar do Gio,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4541719,-48.4841068,Não especificada,
3608200635,Café com Arte,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4542416,-48.4870891,Não especificada,
3608200637,Divino Sabor,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4539743,-48.4861076,brazilian,
3608200641,Spazio Verdi,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4544907,-48.484165,brazilian,
3608431324,Beto Grill,Restaurante,Travessa Doutor Moraes,581,,"Travessa Doutor Moraes, 581",-1.4579762,-48.4880105,Não especificada,
3608431336,La Traviata,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4502719,-48.486149,italian,
3608431337,Midori Sushi,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4498656,-48.491242,sushi,
3608431338,Miyagi Sushi Bar,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.45586,-48.4857532,sushi,
3608431343,Privilège Restô,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4589448,-48.4891147,Não especificada,
3608431346,Sansei Temakeria,Restaurante,,,Batista Campos,Endereço não disponível no OSM (Apenas Coordenadas),-1.4613677,-48.488317,sushi,
3608431368,Bar Buchacho,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.457245,-48.4885009,Não especificada,
3645422448,Espetaria,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4482647,-48.4853112,barbecue,
3645422449,La Lucha,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4558686,-48.4918061,burger,
3645422450,Roxy Bar,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4411559,-48.4896968,brazilian,
3670227778,Frangão da Duque,Restaurante,Avenida João Paulo II,,Marco,Avenida João Paulo II - Marco,-1.444865,-48.4606502,chicken,
3670258754,Rota 66,Pub/Bar,Travessa Angustura,,Marco,Travessa Angustura - Marco,-1.4348624,-48.4570242,Não especificada,
3670258765,Centra,Loja de Conveniência,Travessa Chaco,,Marco,Travessa Chaco - Marco,-1.4454857,-48.4592916,Não especificada,
3670828708,Sem Nome Registrado,Pub/Bar,Rua Bresser,667,,"Rua Bresser, 667",-23.5362353,-46.6094786,Não especificada,
3673957209,Sem Nome Registrado,Pub/Bar,Rua Siqueira Bueno,839,,"Rua Siqueira Bueno, 839",-23.546026,-46.5920024,Não especificada,
3823594179,Sem Nome Registrado,Loja de Conveniência,Rua Cachoeira,,,Rua Cachoeira,-23.5346441,-46.6036879,Não especificada,
3910652437,Sem Nome Registrado,Pub/Bar,Rua José Monteiro,229,,"Rua José Monteiro, 229",-23.5411371,-46.6062416,Não especificada,
3940801064,Sem Nome Registrado,Pub/Bar,Avenida Celso Garcia,2500,,"Avenida Celso Garcia, 2500",-23.5365137,-46.5881312,Não especificada,
3940801072,Sem Nome Registrado,Pub/Bar,Avenida Celso Garcia,1063,,"Avenida Celso Garcia, 1063",-23.5382056,-46.6021215,Não especificada,
3940801073,Sem Nome Registrado,Pub/Bar,Avenida Celso Garcia,1150,,"Avenida Celso Garcia, 1150",-23.538347,-46.6012521,Não especificada,
3940801074,Sem Nome Registrado,Pub/Bar,Avenida Celso Garcia,2064,,"Avenida Celso Garcia, 2064",-23.5371311,-46.5923677,Não especificada,
3944912685,Sem Nome Registrado,Pub/Bar,Avenida Celso Garcia,1395,,"Avenida Celso Garcia, 1395",-23.5379982,-46.5988471,Não especificada,
3944912689,Sem Nome Registrado,Pub/Bar,Avenida Celso Garcia,2724,,"Avenida Celso Garcia, 2724",-23.5360362,-46.5859045,Não especificada,
4063571525,Sem Nome Registrado,Pub/Bar,Rua Catumbi,871,,"Rua Catumbi, 871",-23.5308133,-46.6022557,Não especificada,
4063571526,Sem Nome Registrado,Pub/Bar,Rua Catumbi,495,,"Rua Catumbi, 495",-23.5339416,-46.600858,Não especificada,
4063571529,Sem Nome Registrado,Pub/Bar,Rua Catumbi,339,,"Rua Catumbi, 339",-23.5352539,-46.600288,Não especificada,
4078604110,Balneário Belezinha,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.1475427,-48.356993,Não especificada,
4161794850,Honorato Sushi,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6980549,-9.2246577,Não especificada,
4226590369,Céu na Boca,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6949778,-9.2134616,Não especificada,
4226590370,O Recanto,Restaurante,Rua da Praia do Bom-Sucesso,24,,"Rua da Praia do Bom-Sucesso, 24",38.6947665,-9.2130346,Não especificada,
4226590371,Restaurante O Navegador,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6947688,-9.2140787,portuguese,
4235051744,Lá no Ernani,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4618194,-48.5008726,Não especificada,
4235051754,Menezes Grill,Restaurante,Rua de Óbidos,,,Rua de Óbidos,-1.4622781,-48.5017999,Não especificada,
4249914675,Restaurante Mimi,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4145268,-48.4769318,Não especificada,
4285930677,Bocainas Restaurante,Restaurante,Rua Serra da Bocaina,482,,"Rua Serra da Bocaina, 482",-23.5462109,-46.5865498,Não especificada,
4314712590,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6975479,-9.1946366,Não especificada,
4316630085,Casa do Caldo,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4391941,-48.4845431,soup,
4317295391,Cafetaria Snack Bar Ice,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6980136,-9.1954001,Não especificada,
4358685090,Sem Nome Registrado,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4349433,-48.476385,Não especificada,
4392510390,Wineguest,Depósito de Bebidas,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.697685,-9.2039386,Não especificada,
4392536365,Sauva Cultural,Pub/Bar,Avenida Nazaré,457,Nazaré,"Avenida Nazaré, 457 - Nazaré",-1.4526653,-48.4885231,Não especificada,
4392536372,Porto Seguro,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4553825,-48.4937101,Não especificada,
4392536373,Restaurante da Tia Ray,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4570822,-48.4976989,Não especificada,
4409556428,Tangerina,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6948289,-9.2040467,Não especificada,
4455189945,Restaurante da Néia,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4745413,-48.4563356,Não especificada,
4524214944,Roxy Bar,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3892248,-48.4643314,Não especificada,
4569775658,Casa do Bacalhau,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4435702,-48.4849362,Não especificada,
4569775659,Sushi Belem,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4439184,-48.4857232,Não especificada,
4569825675,Kings Pub,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.44415,-48.4858318,Não especificada,
4591424351,Churrascaria do Luis,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3771248,-48.4372858,regional,
4620592131,Sem Nome Registrado,Pub/Bar,Rua João Boemer,305,,"Rua João Boemer, 305",-23.5363518,-46.6075493,Não especificada,
4620816673,Sem Nome Registrado,Pub/Bar,Rua Behring,104,,"Rua Behring, 104",-23.5360884,-46.606468,Não especificada,
4634528928,Sem Nome Registrado,Pub/Bar,Rua João Boemer,674,,"Rua João Boemer, 674",-23.5339322,-46.6099516,Não especificada,
4644276557,Sem Nome Registrado,Pub/Bar,Rua Sousa Caldas,291,,"Rua Sousa Caldas, 291",-23.5323624,-46.6098696,Não especificada,
4672600993,Buteco Bora Bora,Pub/Bar,Rua Firmiano Pinto,37,,"Rua Firmiano Pinto, 37",-23.5390447,-46.6049995,Não especificada,
4706036496,Churrascaria maguary,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3307046,-48.449294,Não especificada,
4725908490,Restaurante e Cafeteria Skina do Templo,Restaurante,Rua João Boemer,119,,"Rua João Boemer, 119",-23.5379573,-46.6070518,regional,
4727907855,POEMA,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4727954,-48.4473943,Não especificada,
4737380022,Kanazawa,Restaurante,Rua Damião de Góis,3 A,,"Rua Damião de Góis, 3 A",38.6980231,-9.2257399,japanese;fine_dining;sushi,https://kanazawa.pt/
4737380023,Sushi at Home,Restaurante,Rua Damião de Góis,3,,"Rua Damião de Góis, 3",38.6981265,-9.22565,japanese;sushi,https://sushiathome.pt/
4755305622,"Belém 2a8  ""Bistrô""",Restaurante,Rua de Belém,2-8,,"Rua de Belém, 2-8",38.6974199,-9.2018903,portuguese,
4785201223,Fabricios Lanches,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3978005,-48.4747527,Não especificada,
4785236522,Restaurante Albatroz,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4536274,-48.4910448,Não especificada,
4785240621,Churrascaria Albatroz,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4536583,-48.49102,Não especificada,
4786908122,Remanso do Bosque,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4276147,-48.4567329,Não especificada,
4816527922,Piccolo Bar,Pub/Bar,Avenida Visconde Souza Franco,1313,,"Avenida Visconde Souza Franco, 1313",-1.448913,-48.4865966,Não especificada,
4833425223,Purão Vegano,Restaurante,Travessa Padre Prudêncio,166,,"Travessa Padre Prudêncio, 166",-1.4518955,-48.4984116,Não especificada,http://www.restaurantegovinda.com.br
4883729525,Sem Nome Registrado,Pub/Bar,Rua Doutor Silva Leme,243,,"Rua Doutor Silva Leme, 243",-23.5404094,-46.6017078,Não especificada,
4905044031,Restaurante Avenida,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4523424,-48.48313,Não especificada,
4957074123,Mr Tapas,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6929375,-9.209391,tapas,
4960509825,Tomaz,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4470922,-48.4879174,regional,
4964212328,Iacitatá,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4558667,-48.5055847,regional,
4968742521,Bistrô Belém,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4569767,-48.4933495,Não especificada,
5102117921,Cozinha de Bistrô,Restaurante,Rua Ferreira Cantão,278,,"Rua Ferreira Cantão, 278",-1.4551503,-48.494423,brazilian,
5247948118,Cantina de Ambiental,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4580821,-48.4366368,Não especificada,
5256387575,Sem Nome Registrado,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4587481,-48.4704813,Não especificada,
5264775750,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.477785,-48.4580984,Não especificada,
5265023222,bar da esquina,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4480866,-48.4657136,Não especificada,
5300254306,Bentô,Restaurante,Avenida Duque de Caxias,1208,Marco,"Avenida Duque de Caxias, 1208 - Marco",-1.4292374,-48.4611878,sushi,
5308598924,Sem Nome Registrado,Loja de Conveniência,Avenida Independência,,,Avenida Independência,-1.3594162,-48.4281971,Não especificada,
5327330722,Bar do Bigode,Depósito de Bebidas,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4397395,-48.4520792,Não especificada,
5371177857,Topo Belém,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6952353,-9.2077213,regional,
5425145648,Restaurante Universitário,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4320693,-48.4878995,traditional,
5459364301,Picanha na pedra,Restaurante,avenida conselheiro Furtado,,,avenida conselheiro Furtado,-1.4556657,-48.4619469,Não especificada,
5491084790,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-23.5238786,-46.6047617,Não especificada,
5548051711,Churrascaria Novo Horizonte,Restaurante,Rua Santa Rita,438,,"Rua Santa Rita, 438",-23.530787,-46.6096129,Não especificada,
5548051942,Restajurante Fox,Restaurante,Rua Rio Bonito,634,,"Rua Rio Bonito, 634",-23.5318473,-46.6102011,regional,
5550987325,Lanchonete e Restaurante Serenata,Restaurante,Rua Paulo Andrighetti,387,,"Rua Paulo Andrighetti, 387",-23.5270471,-46.6057614,burger;regional,
5638713021,conj. Tapajós,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3430575,-48.4519635,Não especificada,
5646055732,Comidas Tipicas Dos Anjos,Restaurante,Rua Tiradentes,,,Rua Tiradentes,-1.4508489,-48.494226,brazilian,
5646464721,Tio Armênio,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.448446,-48.5001057,Não especificada,
5646464722,Bêra,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4485843,-48.5002436,Não especificada,
5650276839,Nortebeer,Depósito de Bebidas,Avenida Comandante Brás de Aguiar,492 lj09,Nazaré,"Avenida Comandante Brás de Aguiar, 492 lj09 - Nazaré",-1.4547513,-48.4872786,Não especificada,
5662356459,Mia Cucina,Restaurante,Travessa Dom Romualdo Coelho,609,Umarizal,"Travessa Dom Romualdo Coelho, 609 - Umarizal",-1.4401758,-48.4876737,Não especificada,
5662356466,Dom Romualdo Restô e Grill,Restaurante,Travessa Dom Romualdo de Seixas,767,Umarizal,"Travessa Dom Romualdo de Seixas, 767 - Umarizal",-1.4397736,-48.4862266,Não especificada,
5662356486,Via Paulista,Restaurante,Travessa Dom Romualdo de Seixas,720,Umarizal,"Travessa Dom Romualdo de Seixas, 720 - Umarizal",-1.4397555,-48.4868067,Não especificada,
5815190676,Mercado Sublime,Loja de Conveniência,Rua Paulo Andrighetti,169,,"Rua Paulo Andrighetti, 169",-23.5284697,-46.6042464,Não especificada,
5816593254,churrascaria boi d’ouro,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4577635,-48.4973468,Não especificada,
5904950285,Tacacá do Renato,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4600274,-48.488616,Não especificada,
